"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"99","sp|P05750|RS3_YEAST","C2-C1",-0.0165769861126696,0.0346544122994412,-0.47835138479428,8,0.645199219496101,0.99885423695967,NA,0,0.00490196078431373
"100","sp|P05756|RS13_YEAST","C2-C1",-0.0826634807554492,0.0736857978099152,-1.1218373582477,8,0.294471950302853,0.99885423695967,NA,0.0104166666666666,0.0104166666666667
"101","sp|P05759|RS27A_YEAST","C2-C1",0.136712881454062,0.0767362127999967,1.78159537023787,8,0.112675858508021,0.99885423695967,NA,0,0
"102","sp|P05986|KAPC_YEAST","C2-C1",-0.00296894405605317,0.0875498375987818,-0.0339114741669662,8,0.973778586092394,0.99885423695967,NA,0,0
"103","sp|P06100|NOT2_YEAST","C2-C1",-0.0916836140288593,0.143961022119336,-0.636864150303533,8,0.542003896910488,0.99885423695967,NA,0,0
"104","sp|P06101|CDC37_YEAST","C2-C1",0.0247464417129579,0.0511132842419802,0.484148926838734,8,0.641255809912658,0.99885423695967,NA,0,0
"105","sp|P06102|NOT3_YEAST","C2-C1",-0.0526273175237406,0.136898791235414,-0.384424997830999,8,0.710680674430625,0.99885423695967,NA,0.00980392156862742,0.0196078431372549
"106","sp|P06103|EIF3B_YEAST","C2-C1",0.0359822718210533,0.083395143680849,0.431467232177889,8,0.677520332474904,0.99885423695967,NA,0,0
"107","sp|P06105|SC160_YEAST","C2-C1",0.00551495277731301,0.0282039277769052,0.195538466164593,8,0.84984662498929,0.99885423695967,NA,0,0
"108","sp|P06168|ILV5_YEAST","C2-C1",0.0382519354019023,0.0407928520355006,0.937711718921073,8,0.375834673235231,0.99885423695967,NA,0.00450450450450446,0.00900900900900901
"109","sp|P06169|PDC1_YEAST","C2-C1",0.0373809112628838,0.0475029011227034,0.786918490858615,8,0.454008027722663,0.99885423695967,NA,0.00314465408805031,0.00314465408805031
"110","sp|P06174|HEM4_YEAST","C2-C1",-0.0127977231621052,0.0696170347979441,-0.183830339790386,8,0.858720594155995,0.99885423695967,NA,0,0
"111","sp|P06197|PIS_YEAST","C2-C1",-0.0578130824221209,0.0965319222545105,-0.598901182861502,8,0.565807421404948,0.99885423695967,NA,0,0
"112","sp|P06208|LEU1_YEAST","C2-C1",-0.0460138090914681,0.0768501521127182,-0.598747143974138,8,0.56590522159309,0.99885423695967,NA,0,0
"113","sp|P06242|KIN28_YEAST","C2-C1",-0.0593104231509561,0.207615436891755,-0.285674437502829,8,0.782384721250038,0.99885423695967,NA,0,0
"114","sp|P06244|KAPA_YEAST","C2-C1",0.314604129599685,0.271029554133714,1.16077425801495,8,0.279197394977241,0.99885423695967,NA,0,0
"115","sp|P06245|KAPB_YEAST","C2-C1",0.0575471714382782,0.133200594022019,0.432033894899636,8,0.677125227696409,0.99885423695967,NA,0,0
"116","sp|P06633|HIS7_YEAST","C2-C1",0.00625367966630545,0.0746092185443925,0.0838191283639368,8,0.935259721933723,0.99885423695967,NA,0,0
"117","sp|P06634|DED1_YEAST","C2-C1",0.02238851253407,0.07231300942948,0.309605598089558,8,0.764771693039515,0.99885423695967,NA,0,0
"118","sp|P06701|SIR3_YEAST","C2-C1",0.253801368415004,0.403059859197893,0.629686540654482,8,0.546458296549013,0.99885423695967,NA,0,0
"119","sp|P06704|CDC31_YEAST","C2-C1",-0.118054133004435,0.173914201004254,-0.678806746790895,8,0.516412876937007,0.99885423695967,NA,0,0
"120","sp|P06738|PHSG_YEAST","C2-C1",0.0906114350359962,0.0473510192747932,1.91361107794003,8,0.0920175771798899,0.99885423695967,NA,0.00396825396825395,0.00396825396825397
"121","sp|P06773|DCTD_YEAST","C2-C1",0.263538301614094,0.763403919824834,0.345214760849753,8,0.738834102215213,0.99885423695967,NA,0,0
"122","sp|P06775|HIP1_YEAST","C2-C1",-0.0776223575753263,0.274545163224884,-0.282730741505523,8,0.784560742773025,0.99885423695967,NA,0,0
"123","sp|P06776|PDE2_YEAST","C2-C1",-0.250957089807511,0.308690745515281,-0.812972508743667,8,0.439755620320897,0.99885423695967,NA,0,0
"124","sp|P06779|RAD7_YEAST","C2-C1",1.11775046046925,1.42032973936273,0.78696546970196,8,0.453982050578507,0.99885423695967,NA,0,0
"125","sp|P06780|RHO1_YEAST","C2-C1",-0.000598035154483765,0.156561826121007,-0.00381980185911693,8,0.997045780803751,0.99885423695967,NA,0,0
"126","sp|P06781|RHO2_YEAST","C2-C1",0.155392264016621,0.129099111824077,1.20366640653867,8,0.263123525359936,0.99885423695967,NA,0,0
"127","sp|P06782|SNF1_YEAST","C2-C1",0.1157963351702,0.0626684206979916,1.84776214049241,8,0.101825724303376,0.99885423695967,NA,0,0.00980392156862745
"128","sp|P06785|TYSY_YEAST","C2-C1",0.031500913606501,0.130855774801826,0.240730022455694,8,0.81581895700851,0.99885423695967,NA,0,0
"129","sp|P06786|TOP2_YEAST","C2-C1",-0.00245414514631232,0.0504382527621471,-0.0486564266586591,8,0.96238591091533,0.99885423695967,NA,0.016260162601626,0.0203252032520325
"130","sp|P06787|CALM_YEAST","C2-C1",-0.0404278991327758,0.0511900135820599,-0.789761445715736,8,0.452437810450256,0.99885423695967,NA,0.0370370370370371,0.037037037037037
"131","sp|P06839|RAD3_YEAST","C2-C1",0.136484426048592,0.233221936368679,0.585212644117816,8,0.574536122552947,0.99885423695967,NA,0,0
"132","sp|P06844|SPT3_YEAST","C2-C1",-0.166523747550765,0.341747634555105,-0.487271105087674,8,0.63913714435884,0.99885423695967,NA,0,0
"133","sp|P07143|CY1_YEAST","C2-C1",-0.0523707574808478,0.113307585963948,-0.462199922761668,8,0.656248079022127,0.99885423695967,NA,0,0
"134","sp|P07149|FAS1_YEAST","C2-C1",0.0158571443626625,0.0170310128294277,0.931074653132967,8,0.379055349488468,0.99885423695967,NA,0.00493827160493832,0.00617283950617284
"135","sp|P07170|KAD2_YEAST","C2-C1",0.0316116797649371,0.0491427157787817,0.643262775855502,8,0.538051264453767,0.99885423695967,NA,0.00694444444444442,0.00694444444444444
"136","sp|P07172|HIS8_YEAST","C2-C1",0.0739848520875546,0.121241029872968,0.610229492153549,8,0.558641724741509,0.99885423695967,NA,0,0
"137","sp|P07213|TOM70_YEAST","C2-C1",0.0088626363990148,0.0344483647433239,0.257273065501096,8,0.803461607000721,0.99885423695967,NA,0.00462962962962965,0.00462962962962963
"138","sp|P07244|PUR2_YEAST","C2-C1",-0.00200333388963789,0.0405269452707914,-0.0494321463473768,8,0.961786781894987,0.99885423695967,NA,0.00314465408805031,0.00628930817610063
"139","sp|P07245|C1TC_YEAST","C2-C1",-0.0354124657758572,0.0295825024870254,-1.19707471642701,8,0.26554314548725,0.99885423695967,NA,0.00303030303030305,0.00303030303030303
"140","sp|P07246|ADH3_YEAST","C2-C1",0.0415365745640031,0.0588791540197286,0.705454676710972,8,0.500549154176208,0.99885423695967,NA,0,0
"141","sp|P07251|ATPA_YEAST","C2-C1",0.025383695458345,0.0652197768359924,0.389202427389121,8,0.707281427923576,0.99885423695967,NA,0,0.00505050505050505
"142","sp|P07253|CBP6_YEAST","C2-C1",0.12777002010101,0.244026584759091,0.523590576113449,8,0.614753729282928,0.99885423695967,NA,0,0
"143","sp|P07256|QCR1_YEAST","C2-C1",-0.0924836795351893,0.0454784602571112,-2.03357103587798,8,0.0764325891504567,0.99885423695967,NA,0,0
"144","sp|P07257|QCR2_YEAST","C2-C1",0.00719999335146367,0.0549549970771928,0.131016172038917,8,0.898997319550686,0.99885423695967,NA,0,0
"145","sp|P07258|CARA_YEAST","C2-C1",-0.0278196840085048,0.189166325743093,-0.147064673901246,8,0.886719662865094,0.99885423695967,NA,0,0
"146","sp|P07259|PYR1_YEAST","C2-C1",-0.00236541807696907,0.0457973360459063,-0.0516496871040277,8,0.960074202689334,0.99885423695967,NA,0.00131233595800528,0.00918635170603675
"147","sp|P07260|IF4E_YEAST","C2-C1",-0.0546238223723595,0.116511044416253,-0.468829565866801,8,0.651701778330132,0.99885423695967,NA,0,0
"148","sp|P07262|DHE4_YEAST","C2-C1",0.0453508769492031,0.0655774272552526,0.691562308058839,8,0.50878064604304,0.99885423695967,NA,0.0111111111111111,0.0111111111111111
"149","sp|P07263|SYH_YEAST","C2-C1",-0.0121515956307127,0.0400605916656339,-0.303330408400756,8,0.769376574513086,0.99885423695967,NA,0.00574712643678166,0.00574712643678161
"150","sp|P07264|LEUC_YEAST","C2-C1",-0.00646905990277088,0.0198205494487582,-0.326381461800302,8,0.752510428803251,0.99885423695967,NA,0.00819672131147542,0.0136612021857923
"151","sp|P07266|MRS1_YEAST","C2-C1",-0.312610090987991,0.261777904949318,-1.19418058238534,8,0.26661127146088,0.99885423695967,NA,0.0666666666666667,0.0666666666666667
"152","sp|P07267|CARP_YEAST","C2-C1",0.0783305887288767,0.0437836184336406,1.789038721128,8,0.111402928587635,0.99885423695967,NA,0,0
"153","sp|P07269|PHO2_YEAST","C2-C1",-0.0864464559668277,0.706961744033074,-0.122278831487639,8,0.905694105469049,0.99885423695967,NA,0,0
"154","sp|P07270|PHO4_YEAST","C2-C1",-0.125836936179001,0.265457550905515,-0.47403788571752,8,0.64814098073484,0.99885423695967,NA,0,0
"155","sp|P07271|PIF1_YEAST","C2-C1",0.199994595270008,0.340176113971179,0.587914868375951,8,0.572806976686122,0.99885423695967,NA,0,0
"156","sp|P07273|TFS2_YEAST","C2-C1",-0.0905384157996888,0.132017194899607,-0.685807753062311,8,0.512215080530614,0.99885423695967,NA,0,0
"157","sp|P07274|PROF_YEAST","C2-C1",0.00227440383029361,0.257767607290962,0.00882346643240675,8,0.99317604795099,0.99885423695967,NA,0,0
"158","sp|P07275|PUT2_YEAST","C2-C1",-0.0447819196935986,0.047044870380485,-0.951898035458822,8,0.369018568315692,0.99885423695967,NA,0,0
"159","sp|P07276|RAD2_YEAST","C2-C1",-0.145995230251829,0.657008189364559,-0.222212192504072,8,0.829716612792628,0.99885423695967,NA,0,0
"160","sp|P07277|KIME_YEAST","C2-C1",0.0188118118626488,0.0353905119689128,0.531549582531419,8,0.609476284131128,0.99885423695967,NA,0,0
"161","sp|P07278|KAPR_YEAST","C2-C1",0.0647379667543735,0.0909699920558028,0.711640897084634,8,0.496911017587836,0.99885423695967,NA,0,0
"162","sp|P07283|PMM_YEAST","C2-C1",-0.0179487192287652,0.0607846680580576,-0.295283659550822,8,0.775295723779291,0.99885423695967,NA,0,0
"163","sp|P07284|SYSC_YEAST","C2-C1",0.00385766640095661,0.0481360579061596,0.0801408874918063,8,0.938093734954398,0.99885423695967,NA,0,0
"164","sp|P07285|TRPD_YEAST","C2-C1",0.0351217118886014,0.0605455917925284,0.580087019529893,8,0.577824100949023,0.99885423695967,NA,0,0
"165","sp|P07342|ILVB_YEAST","C2-C1",0.0198433878271951,0.0399991485428471,0.496095255776228,8,0.633168277926525,0.99885423695967,NA,0.00505050505050508,0.00505050505050505
"166","sp|P07347|ARD1_YEAST","C2-C1",0.0443115519600729,0.10126028601005,0.43760050169792,8,0.673249587732404,0.99885423695967,NA,0,0
"167","sp|P07560|SEC4_YEAST","C2-C1",0.0653394634118459,0.0458093578274282,1.42633441092955,8,0.191607606157353,0.99885423695967,NA,0,0
"168","sp|P07702|LYS2_YEAST","C2-C1",0.036703753406691,0.0597136158585914,0.614663052621192,8,0.555851702421599,0.99885423695967,NA,0,0
"169","sp|P07703|RPAC1_YEAST","C2-C1",-0.0511185172333525,0.0476055673743404,-1.07379283669468,8,0.314233488707432,0.99885423695967,NA,0,0.0138888888888889
"170","sp|P07806|SYV_YEAST","C2-C1",0.0651229724109295,0.0502614211063682,1.29568505978193,8,0.231216021979338,0.99885423695967,NA,0.00260416666666663,0.00260416666666667
"171","sp|P07807|DYR_YEAST","C2-C1",-0.101835158072525,0.100730915811712,-1.0109622974428,8,0.341630632421119,0.99885423695967,NA,0,0
